file,"dielectric constant, electronic",split,Predicted
307,0.19231933265989248,test,0.15369931
308,0.03780212908681762,train,0.09504862
309,0.04203779699985654,train,0.092244655
310,-0.005322480935241397,test,-0.00248852
311,-0.2954841678387684,train,-0.26450312
312,0.24972140621486738,test,0.3263601
313,0.21397336098391612,test,0.12610915
314,-0.3001150281596264,train,-0.19270226
315,-0.31664948506176205,train,-0.2994542
316,0.07656548027129234,test,0.04538779
317,0.1438162460725757,train,0.076559365
318,-0.0006839766375589202,train,-0.020046338
319,0.10994330844562936,train,0.060731184
320,0.2592067149841181,test,0.15657127
321,0.25231085193165653,train,0.22159085
322,0.29400224125844415,train,0.32129416
323,0.3170510611771403,train,0.34820476
324,1.2998805340332718,train,1.2334747
325,1.1539813851033083,train,1.160319
326,0.718174567963699,test,0.7469172
327,0.8172039201370023,train,0.84715694
328,0.9532801370872973,train,0.9871949
329,0.7631324370201312,train,0.79194903
330,0.6239687765690891,train,0.6302938
331,1.006127440896824,train,1.0406882
332,0.8209479996348665,train,0.8157725
333,0.7953966292512106,train,0.8378185
334,0.8813161308801746,train,0.93632495
335,0.5879207883085646,test,0.8378269
336,0.3620392121528865,train,0.39894918
337,0.44452075962742466,train,0.46438432
338,0.48307556157037645,train,0.5319244
339,0.7409660988187278,train,0.8092123
340,0.5425380347967228,train,0.5663566
341,0.8266977298382983,train,0.666942
342,0.41304358437173644,train,0.43585324
343,0.18356296086763893,test,0.27582088
344,0.0222319650281703,train,0.23752367
345,0.23482585320046548,train,0.2234256
346,0.14667374780526468,test,0.07045098
347,0.6037776286103268,train,0.5488172
348,0.23049850364448432,test,0.21747246
349,0.23458136817902853,train,0.22554453
350,0.2709354982020918,test,0.2158121
351,-0.15892514565385582,train,-0.17073682
352,0.4851270820681309,train,0.52119267
353,0.6093820177445397,train,0.5961454
354,0.6585237507140177,test,0.6947261
355,0.6368623694128662,test,0.6956006
356,0.3045997448360504,test,0.31919292
357,0.3141121287164007,test,0.17265977
358,0.3080086110360959,test,0.2577944
359,0.33078471829434986,train,0.30017242
360,0.45570593496202044,train,0.4230849
361,0.43348072509066576,train,0.45438012
362,0.9148683291097489,test,0.9024484
363,0.9211023797749475,train,0.8293443
364,0.8948281029228149,train,0.9437036
365,1.048802558516456,test,1.1311525
366,0.8122110312248925,train,0.86325324
367,0.8554982236604651,test,0.95260024
368,0.46135827529452506,train,0.43581307
369,0.7708557829595372,test,0.7419019
370,0.8741278166056097,train,0.89358073
371,0.8378681338276821,train,0.877149
372,0.9980516663656939,train,1.064656
373,0.8641649389863121,train,0.7728097
374,0.8906021140556689,test,0.85811204
375,0.6179377677181279,test,0.96164924
376,1.9428993343601832,train,1.8798871
377,1.9010617284078661,train,2.0670342
378,1.3275648888329414,test,1.4356525
379,1.0653157039883965,train,1.0999798
380,1.4161209343447836,train,1.5633279
381,1.4182953776311706,test,1.9555815
382,1.1636633228599433,train,1.1770273
383,1.350739817907775,train,1.3457973
384,1.1744444113652626,test,0.9731239
385,2.1610019873333326,train,2.091885
386,2.289438131621623,test,2.347086
387,2.2232424627643894,train,2.274287
388,2.4287076648867556,train,2.283428
389,1.9929190112563682,train,1.858122
390,1.5372777066773649,train,1.7345202
391,2.1380755490263574,train,2.1108544
392,1.685227269803995,train,1.5575056
393,1.7278007575274477,train,1.7268538
395,0.3844298331153802,test,0.40935814
396,-0.039505366742875345,train,-0.028866384
397,2.2262365409151434,train,2.2474315
398,2.001341615015166,train,2.0194788
399,2.492983740308935,test,2.2677023
400,1.7697706232493227,train,1.741006
401,1.4392562493768175,train,1.4593562
402,1.4328708717473166,train,1.4003005
403,2.0339478319008335,test,2.0266316
404,1.9268439178814551,train,1.94295
405,1.3990098861356286,train,1.4484407
406,2.0645903404726536,train,2.0054271
407,1.8816292532030698,train,1.877057
408,1.3096569438758714,train,1.2530782
409,1.2367038594650164,train,1.2074152
410,1.2521287682022268,train,1.2270899
411,0.5701077523123733,train,0.5889113
412,0.5303396505824453,train,0.63810414
413,0.29071750410673863,train,0.3544047
414,0.4252278309223787,train,0.49822485
415,0.2576851817161522,test,0.21673222
416,0.4100293310515647,test,0.58037925
417,0.3123911985501616,train,0.37572455
418,0.505184379495949,test,0.73015743
419,0.3516863573441951,train,0.40467957
420,1.155551862754686,test,1.0250916
421,1.1786959410683284,train,1.2335944
422,1.2431499916023525,train,1.1372899
423,1.199789828283282,train,1.166138
424,0.6946432481878717,train,0.6412367
425,0.7745228223499516,test,0.77339166
426,0.9070297863828359,train,0.9384129
427,1.0549564862908622,test,1.0260946
428,0.5855758805140823,train,0.65620357
429,0.7269010294819331,train,0.74957675
430,0.49213682280838095,test,0.61177385
431,1.0700497408301062,train,1.0598351
432,0.8922150529103836,test,0.82942617
433,0.5728446678030389,test,0.67569363
434,0.5437891346358885,train,0.5902422
435,0.9092303870498775,train,0.97381395
436,0.9126050360602246,train,0.92182297
437,0.9155704605271396,train,0.8725311
438,0.8985457993992422,test,0.7349764
439,0.8999568507220659,train,0.84186745
440,1.0130800424070365,test,0.95017624
441,0.8602744333145791,train,0.83875614
442,0.9894782182937507,train,1.0026238
443,-0.9868582786441218,test,-1.1472919
444,-0.8227606445957557,train,-0.89659494
445,-1.0381811686479583,train,-1.0230017
446,-1.2281298312051905,train,-1.2334684
447,-1.1004878185681455,train,-1.1346661
448,-1.0062105166453408,train,-0.97228235
449,-0.8240621147664176,train,-0.83949584
450,-1.0878055401309603,train,-1.1085861
451,-1.001885679221551,train,-0.98952574
452,-0.863710371447185,test,-0.80218357
453,-1.4394290315168559,train,-1.3995126
454,-1.6146227328327059,train,-1.5206065
455,-1.2369672611979539,train,-1.3969511
456,-1.4760652593238757,test,-1.2816218
457,-1.2457281473248663,train,-1.3301964
458,-1.2699613821653708,train,-1.2720116
459,-1.2064727589422293,train,-1.2261528
460,-0.9922403981773626,train,-1.0310267
461,-1.1494699511913646,train,-1.2149639
462,-1.0400054648082622,train,-1.1429139
463,-1.2872558396961682,train,-1.2620257
464,-1.8145811755894277,train,-1.7929335
465,-1.8580676748991654,train,-1.870789
466,-1.4867716625234686,test,-1.7162813
467,-1.5547192423333867,test,-1.6245648
468,-1.4225434168010536,train,-1.4608943
469,-1.1069913248920256,test,-1.3267012
470,-1.5040958849461519,train,-1.5842243
471,-1.4042504973488938,train,-1.4645842
472,-1.2013667988124017,train,-1.3328395
473,-1.279989573392375,train,-1.3604082
474,-1.4927797927934456,train,-1.4018381
475,-1.1642768900102722,train,-1.1721641
476,-1.5401354697488845,test,-1.1000627
477,-0.8777081280273358,train,-0.91675395
478,-0.836944549246951,train,-0.8283153
479,-0.9765380197896882,train,-0.9586527
480,-1.0062105166453408,train,-1.0054556
481,-1.1847508736202614,train,-1.1570141
482,-1.2479534091375244,train,-1.2128487
483,-1.2816704892432618,train,-1.2705208
484,-1.445489595394408,test,-1.0678586
485,-0.9633905080231195,train,-0.9951008
486,-0.7881654641357958,test,-0.9492523
487,-0.7893515037049574,train,-0.817041
488,-0.7875522205164058,train,-0.863979
489,-0.7671416560959067,train,-0.88062376
490,-0.728225497176866,test,-0.8396451
491,-0.683990083821864,test,-0.7846333
492,-0.5371734817429112,train,-0.6304773
493,-0.7742648492212824,train,-0.7487466
494,-0.7511504039101774,train,-0.69228524
495,-0.8870611730970686,test,-0.76805145
496,-0.7677861757364489,train,-0.6702893
497,-1.3832152485422267,train,-1.4799252
498,-0.6803721971649549,test,-0.9192214
499,-0.4575835598927111,test,-0.7082134
500,-0.3538403811033661,train,-0.34952116
501,-0.43463137027013027,train,-0.5312692
502,-0.6772027999690204,test,-0.97732455
503,-0.4793946279301807,train,-0.5403563
504,-0.5315992582720553,train,-0.5062147
505,-0.6305140071367831,train,-0.739536
507,-2.068965703456733,train,-2.157008
508,-0.5177122023918969,train,-0.532394
509,-0.6483898704182283,train,-0.6903872
510,-0.5551778964237235,train,-0.5949943
511,-0.5566224252498184,train,-0.6283043
512,-0.3422230422813045,test,-0.24241328
513,-0.6271963576001219,train,-0.6772828
514,-0.6040237640953048,train,-0.6797202
515,-0.6210989280340984,train,-0.71641064
516,-0.5920729544473868,train,-0.6247308
517,-0.7624783145392258,train,-0.8915914
518,-0.5906082306221023,train,-0.6321038
519,-1.6181055226476084,test,-1.4611766
520,-1.369868218498087,test,-1.3437685
521,-1.6882842704619039,train,-1.6012942
522,-1.3643043634424976,train,-1.367897
523,-1.5860633163728763,train,-1.5923928
524,-1.917544098053106,train,-1.6779708
525,-1.5650893352779913,train,-1.5712589
526,-1.121357974813623,train,-1.1639719
527,-1.0446033259315721,train,-1.0375526
528,-0.8444148971620452,test,-0.95653415
529,-0.7692969560615116,train,-1.106814
530,-1.1928780957937097,train,-1.2746227
531,-1.2153720472997755,train,-1.279107
532,-1.5802437301617789,train,-1.622114
533,-0.8735150946147053,train,-0.89569646
534,-0.9314435070893947,train,-0.8540969
535,-0.9064329812595809,test,-0.9116773
536,-0.8838329066078169,train,-0.95560944
537,-0.8699322743786566,train,-0.81837314
538,-1.378218428376242,test,-1.3898281
539,-1.3429348053994388,train,-1.5771502
540,-0.4751675719984639,test,-0.5738179
541,-0.4765532023575856,train,-0.5351306
542,-0.6800034046317225,test,-0.7315508
543,-0.6873262184396695,train,-0.77019715
544,-0.5999365109266501,test,-0.5910659
545,-0.5943660798067298,train,-0.5246362
546,-0.6055459375986618,train,-0.55698454
547,-0.5812556560329847,train,-0.6141121
548,-0.552089788670385,test,-0.5438004
549,-0.03639052269320699,test,-0.14507034
550,0.08633140260237063,train,0.104793996
551,-0.44570013052247387,train,-0.44559094
552,-0.4090634456801888,train,-0.45182502
553,-0.3282327734675174,train,-0.33984074
554,-0.39613076145673076,test,-0.43639737
555,-0.7120831158649755,test,-0.66214466
556,-0.48744334527040944,train,-0.45039007
557,-0.22829318575917013,train,-0.24193683
558,-0.09859482711482238,train,-0.12586378
559,-0.48582072566993895,test,-0.5576403
560,-0.7380045793523383,test,-0.7189499
561,-0.6930389376794487,train,-0.68700707
562,-0.5064958731780512,train,-0.6591824
563,-0.28903494988137524,train,-0.31494933
564,-0.4076594519884676,test,-0.31873488
565,-0.2731283209867851,train,-0.2969016
566,-0.9413483410675549,test,-0.97115725
567,-0.4693089291936645,test,-0.51734304
568,-0.918186484707339,train,-0.88651013
569,-0.9342381256845844,train,-0.97982544
570,-0.7578509735832067,train,-0.64024943
571,-0.8483878227596833,train,-0.9172843
572,-0.552089788670385,train,-0.5464815
573,-0.7938831951636506,test,-0.7915203
574,-0.7316790036087955,train,-0.73785007
575,-1.4854331845810977,train,-1.3361063
576,-0.47324672312902816,train,-0.47299328
577,-0.3183045011362227,train,-0.28914595
578,-0.4206609774426118,train,-0.36308664
579,-0.3682751264619244,test,-0.42679223
580,-1.375092477455647,train,-1.210299
581,-0.8449955623164402,test,-0.9038312
582,-0.6965927694701171,train,-0.7306314
583,-0.7823262702981565,train,-0.8055183
584,-0.5609680689319931,train,-0.5326449
585,-0.18808437316082627,test,-0.3215575
586,-0.12225428389817004,train,-0.19662812
587,-0.10852387289430412,test,0.00040077418
588,-0.38626564489887216,train,-0.35334808
589,-0.38439652048536826,train,-0.33505508
590,-0.39249814452351384,test,-0.37417158
591,-0.37276740192967983,test,-0.34981492
592,-0.3264773648808407,train,-0.21701784
593,-0.05616490068213346,train,-0.08050203
594,-0.09075373454572512,train,-0.124892205
595,-0.05290118766493292,train,0.06636643
596,-0.2469759963771827,test,-0.3322626
597,-0.24972140621486752,train,-0.3382476
598,-0.32051105377414196,train,-0.3044976
599,0.4668023444584069,train,0.4181882
600,0.43797868003480794,train,0.42808068
601,-0.1733552229741473,train,-0.11179072
602,-0.2967430453359026,test,-0.2782217
603,-0.03639052269320699,test,-0.050944146
604,-0.06278578124496861,test,-0.15726529
605,0.1541008281690226,test,0.07000668
606,-0.11047121860180766,train,-0.10610458
607,0.26375927729515064,train,0.14350538
608,0.27471659207412663,train,0.21498723
609,0.1717801155499699,train,0.08450548
610,0.190273886909717,train,0.057418086
611,0.01011374994013885,train,-0.006602712
612,0.1664406624414374,train,0.052607447
613,0.3274541252500288,train,0.3328664
614,0.34429793898086636,train,0.29849327
616,-0.6600419654728964,train,-0.68438184
617,-0.7470027546247795,test,-0.8367355
618,-1.2643024628862811,train,-1.36415
619,0.44475210287454775,train,0.4324111
620,0.2444028923040121,test,0.38909164
621,0.12891866559368362,test,-0.30095118
622,0.1690051536544224,test,0.23682107
623,0.004298858729609044,train,-0.051231507
624,0.012650343083596263,test,-0.03259852
625,0.12517715588868622,train,0.17830472
626,0.01931563745655387,train,0.012532286
627,0.17852848188675724,train,0.17426412
628,0.33129672381441716,test,0.35807243
629,0.19493082781216292,test,0.22244093
630,0.15009323298409244,train,0.038906604
631,0.20141899192569535,train,0.03456976
632,0.13895089971980074,train,0.09549558
633,0.15009323298409244,test,0.037392028
634,-0.3922837748435793,train,-0.30216792
635,-0.3882808217814305,test,-0.31634253
636,-0.43756187916149214,train,-0.40782234
637,-0.6363865203698571,train,-0.590175
638,-0.633188842736982,train,-0.5794758
639,-0.5772906805601348,train,-0.6518767
640,-0.4594884386241678,train,-0.41570854
641,-1.2207192211078288,train,-1.2001233
642,-0.7982318350329872,train,-0.77988034
643,-0.7762687802249739,test,-0.68506134
644,-0.006314079621646862,train,-0.0053127483
645,0.04615621310560509,test,0.074724555
646,-0.06838636029978201,train,-0.0683973
647,0.002256058903270579,train,-0.044686664
648,-0.49206861124322737,train,-0.4502634
649,-0.33851744955106405,train,-0.38297957
650,-0.36585832906501914,test,-0.4718947
651,-0.27565775885871785,test,-0.24660233
652,-0.370427005245184,train,-0.38313344
653,-0.3441829070714911,train,-0.3466164
654,-0.3564033780577067,train,-0.3617749
655,-0.36373081854811595,train,-0.36402085
656,-0.3762853953650621,test,-0.37314954
657,-0.35223302750943136,train,-0.29254073
658,-0.16233041109404533,test,-0.17205383
659,-0.8384379192025926,train,-0.8311076
660,-0.9756043697325713,train,-0.96013975
661,-0.10326717686701427,train,-0.1186479
662,-0.08844213958621149,train,-0.07969104
663,-0.12945687893979627,train,-0.11747052
664,-0.11949304019947812,train,-0.07867746
665,-0.11452246571295491,train,-0.070199564
666,-0.11411763458739851,train,-0.06905019
667,-0.12529523757316155,test,-0.08673224
668,-0.11243691342078826,train,-0.077044845
669,0.7118936036305372,train,0.6897505
670,0.7457060409799855,train,0.7300035
671,0.18057203143219308,train,0.18786237
672,0.20836719822858432,train,0.18295103
673,0.27022516133530183,test,0.35831398
674,0.2035327164089932,train,0.16545211
675,0.007777974845629997,test,0.102548316
676,0.32283439110522005,train,0.34514195
677,0.22118468460139076,train,0.19342235
678,0.3782502571544048,train,0.33560884
679,0.47301818472942697,train,0.51404375
680,0.07718737072558107,test,0.22030859
681,-0.12801999053684557,train,-0.121850684
682,-0.10436721761777533,train,-0.1368188
683,0.02328336040688395,test,-0.0052262396
684,0.3676388652721664,train,0.38588592
685,0.22173780726786554,train,0.27304
686,0.38890895523830404,train,0.40757126
687,-0.23984269929290217,train,-0.24533895
688,-0.31106213916971726,train,-0.32117206
689,-0.2235734983522301,train,-0.28617305
690,-0.23602337779333107,train,-0.14925037
691,-0.18047284970649224,train,-0.19672987
692,-0.3494830060346986,train,-0.39187187
693,0.2396009900844544,train,0.19825955
694,-0.20687541408903448,train,-0.107461944
695,-0.1407529911966105,train,-0.09492904
696,-0.6488242038083484,train,-0.59801537
697,0.17477061997080584,train,0.19894753
698,0.2938781855177896,train,0.30826455
